Customer ID,Recency,Frequency,Monetary,Churned,Churn_Predicted,Churn_Probability
13340,67,5,11364.08,0,0,0.0382
13346,112,6,299.4,1,1,0.7854
13357,144,4,3185.61,0,0,0.224
13359,53,1,553.75,0,0,0.4319
13360,81,4,1503.65,1,0,0.3188
13361,122,2,1450.5,1,0,0.2604
13362,27,3,2303.33,0,0,0.0847
13363,59,1,731.36,0,0,0.4044
13367,81,1,460.2,1,1,0.619
13368,64,2,448.1,0,0,0.4699
13369,15,1,258.28000000000003,1,0,0.4491
13370,21,1,754.87,1,0,0.4887
13371,154,2,2297.66,1,1,0.5254
13373,65,2,3526.52,0,0,0.0867
13374,64,2,372.8,1,0,0.4447
13375,94,1,1013.58,0,0,0.3249
13377,46,2,1452.88,1,0,0.3547
13380,82,1,62.4,1,1,0.9481
13381,29,5,4567.66,0,0,0.0409
13382,78,3,909.5500000000001,0,0,0.2402
13383,193,1,305.28000000000003,1,1,0.625
13384,40,4,2528.9,0,0,0.0448
13386,64,2,835.46,1,0,0.2985
13387,67,1,181.84,1,1,0.5239
13388,253,1,508.55,0,0,0.4621
13392,327,1,91.14,1,1,0.9889
13393,233,2,741.75,1,0,0.239
13394,28,10,3797.15,0,0,0.0238
13395,50,2,872.51,0,0,0.314
13397,87,5,1647.74,0,0,0.1398
13398,98,1,213.0,0,0,0.3767
13399,114,3,275.4,1,1,0.7146
13400,232,1,310.83,1,1,0.7289
13402,21,3,913.9,0,0,0.1595
13403,37,1,75.9,0,1,0.8811
13405,131,2,494.90000000000003,0,0,0.43
13406,77,2,568.92,1,0,0.4381
13407,228,3,2244.7,1,0,0.4762
13408,8,43,22591.920000000002,0,0,0.0081
13410,42,3,1117.78,0,0,0.213
13412,269,1,487.35,1,1,0.7607
13413,289,6,429.44,1,1,0.9226
13414,112,3,1103.64,0,0,0.2032
13415,122,3,317.25,1,1,0.7843
13417,197,4,1028.66,0,0,0.2447
13418,9,17,6200.09,0,0,0.0025
13421,55,6,2225.04,0,0,0.045
13423,78,1,217.03,1,1,0.565
13424,99,1,572.77,1,1,0.5598
13425,158,2,1766.22,0,0,0.2152
13426,9,11,3920.77,0,0,0.0088
13427,127,2,327.93,0,0,0.4916
13428,164,2,276.76,0,0,0.349
13431,56,6,2047.14,0,0,0.0921
13432,221,2,436.55,1,1,0.7336
13433,150,4,658.32,1,0,0.4293
13434,35,3,1132.6200000000001,0,0,0.1906
13435,26,2,637.44,0,0,0.4014
13438,196,1,46.5,1,1,0.9391
13439,38,2,702.9,0,0,0.2841
13440,73,7,1295.25,1,0,0.3253
13441,81,1,424.26,0,0,0.4791
13442,317,2,221.87,1,1,0.7066
13443,98,6,1269.3700000000001,1,0,0.2447
13444,24,2,619.08,1,0,0.4541
13445,276,1,241.89999999999998,1,1,0.8227
13446,79,11,3881.89,1,0,0.1541
13448,14,7,4535.9800000000005,0,0,0.0193
13450,24,7,2076.32,0,0,0.0448
13451,31,6,4190.66,0,0,0.0615
13452,122,1,139.8,0,1,0.5596
13453,52,1,424.71,0,0,0.4424
13454,291,1,219.87,1,1,0.7314
13455,16,3,1415.94,0,0,0.1411
13457,338,1,35.72,1,1,0.9878
13458,9,3,3498.56,0,0,0.1706
13459,274,2,1160.41,1,1,0.7101
13461,56,3,2715.0,0,0,0.096
13462,60,3,830.5300000000001,0,0,0.3153
13464,44,5,2422.96,0,0,0.0441
13465,96,2,931.12,1,0,0.2524
13466,58,4,705.45,0,0,0.2182
13468,8,36,7096.16,0,0,0.0119
13469,303,1,82.4,1,1,0.9181
13472,113,2,592.24,1,1,0.5196
13473,224,5,1846.3799999999999,0,0,0.3622
13474,93,2,419.75,0,0,0.2075
13476,56,3,823.0,0,0,0.2848
13477,105,5,1364.5900000000001,0,0,0.2355
13478,119,5,2215.78,1,1,0.6089
13479,102,2,550.42,0,0,0.2679
13480,66,2,627.82,1,0,0.3567
13481,24,5,1715.08,0,0,0.0466
13482,277,1,151.45,0,1,0.6881
13484,33,2,476.92,0,0,0.3598
13485,26,8,2360.28,0,0,0.0324
13487,3,2,360.67,0,0,0.2512
13488,17,11,6619.57,0,0,0.0225
13490,304,1,154.25,1,1,0.6778
13491,9,16,2646.96,0,0,0.0202
13495,9,5,2863.96,0,0,0.0134
13496,9,1,501.01,0,0,0.2397
13497,18,5,972.2800000000001,0,0,0.0738
13500,51,1,299.53,0,1,0.5143
13501,136,2,1544.79,0,0,0.228
13502,65,2,488.5,0,0,0.2584
13503,129,4,1561.19,0,0,0.2918
13506,19,4,1180.68,0,0,0.1443
13508,292,1,176.07999999999998,0,1,0.6418
13509,157,1,135.0,0,1,0.8143
13510,25,6,2500.03,0,0,0.024
13511,326,1,282.76,1,1,0.6609
13512,37,3,462.18,0,0,0.1734
13513,90,2,619.49,0,0,0.193
13514,78,3,663.7,0,0,0.2556
13515,99,2,374.7,0,0,0.188
13516,67,1,295.85,0,0,0.4519
13519,92,1,220.46,0,0,0.4675
13520,21,5,2215.65,0,0,0.1089
13523,16,2,1136.64,0,0,0.1282
13527,68,5,2298.93,0,0,0.0908
13530,284,1,402.98,1,1,0.8245
13531,16,4,943.02,0,0,0.19
13534,8,12,2134.02,0,0,0.0123
13535,52,1,89.5,1,1,0.6006
13537,75,2,717.85,1,0,0.3128
13538,46,5,1822.28,0,0,0.0711
13539,70,4,938.02,0,0,0.2468
13540,117,3,632.39,1,1,0.5446
13541,76,2,785.25,1,0,0.3026
13542,26,15,3538.58,1,0,0.234
13543,284,2,1439.61,1,1,0.7382
13544,61,4,514.14,0,0,0.2767
13545,40,2,364.93,1,1,0.5788
13546,31,2,465.15,0,0,0.3701
13547,58,1,164.53,1,1,0.5068
13548,121,1,223.28,0,1,0.5532
13549,37,1,87.6,0,0,0.4631
13550,33,1,342.55,1,1,0.5403
13551,316,1,152.39999999999998,0,1,0.5871
13552,78,10,3208.85,0,0,0.1074
13553,324,1,499.6,1,1,0.5998
13554,30,7,1629.35,1,0,0.206
13555,28,9,4792.96,0,0,0.0222
13556,78,2,200.82,1,1,0.6711
13557,65,9,2034.7,0,0,0.0954
13559,162,2,990.0,1,0,0.4395
13561,47,10,1661.54,0,0,0.0805
13562,51,5,3038.85,0,0,0.0504
13564,3,32,15135.52,1,1,0.5791
13565,61,1,174.57999999999998,0,1,0.5407
13566,84,3,827.91,0,0,0.2827
13567,78,4,1079.29,1,0,0.4327
13569,17,3,497.74,0,0,0.1708
13571,32,13,2337.08,0,0,0.0899
13573,29,4,612.8199999999999,0,0,0.2366
13574,61,1,404.45,1,1,0.5136
13576,22,10,4505.6,0,0,0.0192
13577,32,4,1402.28,0,0,0.1712
13578,59,1,147.66,1,1,0.6003
13579,18,4,1072.0,0,0,0.1217
13580,56,1,107.75,1,1,0.7242
13581,63,1,162.53,0,0,0.4808
13582,39,2,241.68,1,1,0.5512
13583,329,1,664.0,0,0,0.4739
13584,148,2,243.3,0,1,0.606
13585,180,2,671.79,1,0,0.4767
13586,191,1,127.28,1,1,0.766
13587,99,3,961.1,0,0,0.1964
13589,99,3,471.94,0,0,0.1289
13590,25,11,3986.84,0,0,0.0433
13591,85,3,923.61,0,0,0.2604
13593,37,9,3481.4100000000003,0,0,0.0189
13594,135,1,136.35000000000002,0,1,0.6323
13595,166,3,784.48,1,0,0.4736
13597,50,2,396.71,1,0,0.4857
13598,145,4,601.92,0,0,0.3395
13599,16,12,4038.37,0,0,0.0318
13600,283,1,298.9,0,0,0.4639
13601,42,2,466.67,0,0,0.3516
13602,31,3,596.28,0,0,0.2538
13604,308,1,717.62,1,1,0.6543
13605,36,2,522.67,1,0,0.3869
13607,52,1,400.3,0,0,0.4325
13608,190,1,232.05,1,1,0.7828
13609,243,1,167.35,1,1,0.7482
13610,37,7,1020.13,0,0,0.1583
13611,9,7,2108.75,0,0,0.06
13612,282,1,818.29,1,1,0.6327
13613,102,5,1039.8500000000001,1,0,0.4106
13614,43,2,747.28,0,0,0.2978
13615,49,7,5854.84,0,0,0.0598
13616,218,2,283.85,1,1,0.5926
13617,58,5,734.57,0,0,0.1883
13619,194,2,223.44,1,1,0.7358
13620,178,1,112.34,1,1,0.9111
13622,346,1,658.95,1,1,0.6554
13623,30,4,1177.18,0,0,0.2317
13624,38,1,462.08,1,1,0.6061
13625,246,1,301.26,1,1,0.5944
13626,28,1,449.81,0,1,0.6154
13627,7,3,918.62,0,0,0.1059
13628,326,1,310.14,1,1,0.7445
13629,63,8,5578.5,0,0,0.0478
13632,44,3,1526.88,0,0,0.2089
13634,26,10,3440.7200000000003,0,0,0.0282
13635,92,1,1130.98,0,0,0.2926
13639,86,1,312.93,0,1,0.5071
13640,261,1,405.0,1,1,0.8333
13641,290,1,234.61,1,1,0.7999
13642,82,3,159.92,0,0,0.292
13643,32,6,1325.53,0,0,0.1214
13646,49,2,326.25,1,0,0.4713
13647,144,4,1393.56,0,0,0.2101
13648,50,7,1495.98,1,0,0.2942
13649,16,5,1304.88,0,0,0.0274
13650,24,4,1451.66,0,0,0.0898
13651,31,1,132.65,0,1,0.6037
13652,18,3,1475.77,0,0,0.1007
13653,137,1,152.2,1,1,0.6796
13654,29,4,3440.69,0,0,0.0809
13655,24,4,1347.54,0,0,0.1063
13656,149,2,699.2,0,0,0.2989
13658,32,4,3386.33,0,0,0.0715
13659,66,10,3321.68,0,0,0.1375
13660,49,1,306.64,1,1,0.5382
13661,253,1,325.24,1,1,0.8182
13662,35,8,1352.35,0,0,0.0975
13663,30,4,1858.04,0,0,0.097
13665,36,3,1711.66,1,0,0.2838
13666,70,1,22.9,0,0,0.3585
13668,12,14,6201.01,0,0,0.0017
13669,57,1,195.0,0,0,0.4463
13671,44,1,172.6,1,1,0.6347
13674,82,1,240.68,1,1,0.63
13676,188,2,243.9,1,1,0.7452
13677,54,2,551.24,1,0,0.3267
13679,143,2,154.46,1,1,0.5635
13680,121,5,5414.35,0,0,0.1333
13683,107,1,258.6,1,1,0.745
13684,40,3,529.75,0,0,0.1902
13686,30,2,337.04,0,0,0.4147
13687,87,1,11880.84,1,1,0.639
13688,285,1,375.5,1,1,0.8555
13689,94,1,349.5,0,0,0.4352
13691,45,1,210.78,1,1,0.6218
13692,58,2,1626.08,0,0,0.1341
13693,23,6,1463.17,1,0,0.1933
13694,7,83,113070.2,0,0,0.025
13695,227,1,266.6,0,1,0.5259
13696,71,3,2020.4,1,0,0.3685
13698,246,2,451.73,1,1,0.77
13699,200,1,455.57,0,0,0.2783
13700,67,3,348.34,0,0,0.2281
13701,96,1,161.0,1,1,0.6722
13702,95,1,135.18,1,1,0.799
13703,65,1,326.06,0,0,0.4466
13705,23,5,1323.47,0,0,0.1048
13706,276,1,300.38,0,0,0.4748
13707,79,3,2559.45,0,0,0.0897
13709,96,5,1263.7,0,0,0.1137
13710,73,2,329.04,0,0,0.4156
13711,56,6,1413.7,0,0,0.1335
13712,260,1,537.58,0,0,0.4363
13713,57,3,740.76,1,0,0.2664
13714,115,1,161.35,1,1,0.7465
13715,12,15,7570.33,0,0,0.0024
13717,106,2,318.29,0,0,0.2149
13719,43,6,1740.42,0,0,0.0931
13721,44,1,217.39999999999998,0,1,0.5712
13722,70,7,3260.0,0,0,0.055
13723,41,5,994.23,0,0,0.1553
13724,287,1,213.01,1,1,0.7648
13727,261,5,610.07,0,0,0.327
13728,37,9,1704.03,0,0,0.0301
13729,85,3,724.73,1,0,0.3566
13733,60,1,337.93,1,1,0.5283
13734,158,4,6695.6900000000005,1,1,0.5851
13735,26,8,6389.61,0,0,0.0174
13736,75,4,1311.83,0,0,0.1957
13738,46,1,434.78000000000003,1,1,0.5391
13739,177,1,75.3,0,1,0.6325
13740,65,3,935.33,0,0,0.3368
13745,195,1,477.32,0,0,0.2118
13746,63,1,176.69,1,1,0.6209
13747,23,2,169.8,1,1,0.6059
13748,23,4,1147.0,0,0,0.1825
13750,30,6,1954.92,0,0,0.0593
13752,177,1,404.45000000000005,0,0,0.4141
13753,248,2,711.11,0,0,0.2252
13754,87,1,164.45,0,1,0.5651
13756,8,11,4288.58,0,0,0.0086
13757,324,1,195.55,1,1,0.7492
13758,16,7,4256.65,0,0,0.0565
13760,54,3,1076.85,0,0,0.2395
13761,152,4,881.52,0,0,0.2806
13762,243,4,2165.76,0,0,0.3461
13763,67,2,3502.48,0,0,0.0785
13764,219,3,1392.25,0,0,0.1321
13765,303,1,352.82,1,1,0.885
13766,145,1,190.35,1,1,0.7181
13767,7,39,16611.170000000002,0,0,0.0031
13769,17,10,2789.6600000000003,0,0,0.0297
13770,72,3,611.04,1,0,0.3125
13771,183,5,3094.37,0,0,0.3239
13772,50,5,1977.39,0,0,0.0995
13773,46,2,301.54,1,1,0.5816
13775,240,1,1049.66,1,1,0.8197
13777,1,33,23497.84,0,0,0.0656
13778,141,3,945.79,0,0,0.4592
13779,165,1,161.13,1,1,0.7486
13780,56,1,372.06,0,0,0.4864
13781,242,1,336.55,0,1,0.6881
13782,103,6,744.82,0,0,0.2456
13783,137,4,1542.09,1,0,0.3884
13784,84,3,447.44,0,0,0.2591
13785,78,4,542.49,1,0,0.3668
13786,17,5,2404.9,1,0,0.0228
13787,14,5,1019.86,0,0,0.0997
13788,155,1,3.75,1,1,0.9658
13789,38,1,239.46,1,1,0.5112
13792,72,1,188.4,0,1,0.5098
13793,296,1,96.0,1,1,0.915
13794,196,1,126.03,1,1,0.809
13795,37,4,836.3,1,0,0.3063
13796,149,1,289.7,1,1,0.6883
13797,86,3,1179.45,1,0,0.3683
13798,14,52,41160.52,0,0,0.0031
13799,94,7,2114.71,0,0,0.1652
13800,80,1,642.54,0,0,0.3835
13802,24,16,21659.69,0,0,0.0133
13803,81,2,1061.84,0,0,0.3081
13804,84,2,572.73,0,0,0.4231
13807,17,2,314.25,1,0,0.4436
13809,44,2,524.65,0,0,0.4025
13813,177,3,971.46,0,0,0.3012
13814,177,1,678.2,0,0,0.2799
13815,56,4,3070.38,0,0,0.0889
13817,1,1,110.7,0,0,0.1501
13818,79,1,61.28,1,1,0.9594
13819,319,1,419.6,0,1,0.5238
13820,68,3,652.75,1,0,0.2709
13821,43,4,993.44,0,0,0.21
13823,30,4,2054.2400000000002,0,0,0.1452
13824,28,7,1615.82,0,0,0.1356
13825,271,1,112.23,1,1,0.9054
13829,70,1,102.0,1,1,0.6749
13830,231,1,156.85000000000002,1,1,0.8448
13831,19,11,3578.13,0,0,0.0282
13832,72,1,557.69,0,0,0.4235
13833,54,1,316.56,0,0,0.4641
13834,226,2,324.19,1,1,0.6744
13835,169,3,260.7,0,0,0.3523
13836,49,2,620.37,1,0,0.2686
13838,19,7,1245.91,0,0,0.0558
13839,136,1,139.95000000000002,1,1,0.6885
13840,66,1,651.4,1,0,0.4903
13842,16,10,2244.29,0,0,0.0192
13843,30,1,319.75,1,1,0.5288
13846,9,2,854.13,0,0,0.1442
13848,16,5,1600.0,0,0,0.0497
13849,47,3,1931.35,0,0,0.1462
13851,29,5,1955.0,0,0,0.0664
13852,260,1,187.35000000000002,1,1,0.8156
13854,7,16,4444.48,0,0,0.0081
13855,150,2,501.24,1,0,0.4696
13856,112,8,753.53,0,0,0.1613
13857,43,6,1000.91,1,0,0.4006
13859,179,1,314.7,0,1,0.595
13861,79,2,273.26,1,1,0.5314
13862,39,1,346.73,0,0,0.4763
13863,115,3,933.77,0,0,0.4139
13864,36,1,662.4000000000001,1,1,0.5218
13869,7,7,5236.84,0,0,0.0107
13870,37,7,2941.14,0,0,0.0221
13871,78,3,928.6,0,0,0.2553
13872,177,2,667.45,1,0,0.4627
13873,33,5,649.32,0,0,0.1588
13874,7,7,2049.15,1,0,0.2314
13875,37,8,2862.99,0,0,0.0189
13877,119,2,332.44,0,0,0.4571
13878,197,3,1145.33,0,0,0.2316
13879,295,1,395.5,1,1,0.8343
13880,17,5,1171.89,0,0,0.0796
13881,24,23,28019.58,0,0,0.0121
13883,53,9,3860.89,0,0,0.0496
13884,26,5,1037.43,0,0,0.1773
13888,54,5,1405.92,0,0,0.1271
13889,32,5,1574.3300000000002,0,0,0.0853
13890,8,4,1020.27,0,0,0.2073
13891,28,3,859.21,1,0,0.3194
13892,127,2,634.68,0,0,0.3472
13895,165,1,584.45,0,0,0.3755
13896,275,1,388.55,1,1,0.7697
13897,88,2,849.5600000000001,0,0,0.2772
13898,61,1,530.47,0,1,0.5307
13900,39,3,869.64,0,0,0.2438
13901,24,10,2809.14,0,0,0.0209
13902,282,4,33665.6,1,1,0.8012
13903,49,1,165.45000000000002,1,1,0.5521
13906,59,1,42.0,1,1,0.8667
13907,341,1,136.8,1,1,0.8463
13909,72,2,282.85,1,0,0.493
13911,28,11,1654.08,0,0,0.0521
13912,73,1,124.95,1,1,0.8084
13913,156,1,42.22,1,1,0.9749
13915,44,1,70.80000000000001,1,1,0.9371
13916,113,4,1275.81,1,0,0.1786
13919,74,2,903.87,0,0,0.2859
13920,81,4,1774.68,1,0,0.3486
13921,51,3,627.95,1,0,0.3048
13922,1,3,865.2,1,1,0.6321
13927,86,1,359.27,0,1,0.5438
13929,66,9,2651.45,0,0,0.0615
13931,42,6,2389.79,0,0,0.0318
13935,246,3,6116.92,1,1,0.8472
13936,32,2,563.08,0,0,0.3415
13937,52,1,721.28,0,0,0.3989
13939,81,4,992.41,0,0,0.3027
13941,22,10,5228.24,0,0,0.0152
13942,184,1,320.0,1,1,0.5846
13943,227,1,246.54000000000002,1,1,0.7569
13944,303,1,200.43,1,1,0.802
13945,44,2,854.1500000000001,1,0,0.4306
13946,25,2,1034.46,0,0,0.2787
13948,10,3,393.11,1,0,0.3293
13952,30,11,8345.66,0,0,0.0137
13953,2,5,3125.0,0,0,0.0267
13955,24,1,221.10999999999999,0,0,0.4396
13957,67,3,458.25,1,0,0.3813
13958,29,6,3897.6800000000003,1,0,0.1652
13959,12,4,685.47,0,0,0.2604
13961,42,1,538.4,1,1,0.6039
13962,85,1,193.25,0,1,0.5278
13963,17,14,2347.33,0,0,0.0957
13964,37,2,438.9,1,0,0.4683
13965,126,3,996.61,1,0,0.3188
13966,85,1,384.26,1,1,0.5831
13967,46,1,85.6,0,0,0.4904
13968,73,1,123.66,1,1,0.8084
13969,14,18,4266.88,0,0,0.0189
13970,36,2,846.55,1,0,0.4142
13971,73,6,1909.31,0,0,0.1386
13974,231,1,264.13,0,1,0.7362
13975,42,6,2795.16,0,0,0.0296
13976,156,3,834.38,0,0,0.3506
13977,61,1,519.8100000000001,1,1,0.5361
13979,43,5,2299.98,0,0,0.0435
13980,89,4,568.68,0,0,0.2982
13981,65,1,331.14,1,0,0.4732
13982,15,6,2511.08,0,0,0.0157
13983,16,9,4303.87,0,0,0.0451
13984,16,6,868.59,0,0,0.1826
13985,24,7,2960.73,0,0,0.0174
13987,29,2,682.54,1,0,0.357
13988,33,2,609.84,0,0,0.3142
13989,114,3,759.98,0,0,0.3328
13992,30,2,142.7,0,0,0.2648
13993,29,9,2752.6,0,0,0.0218
13995,28,8,2364.62,0,0,0.0285
13996,35,2,845.76,1,0,0.3847
13997,168,3,376.46,1,1,0.7047
13998,96,3,566.7,1,0,0.3146
13999,11,16,5195.0,0,0,0.0048
14000,64,3,1218.68,0,0,0.3013
14001,23,7,2487.01,0,0,0.0225
14004,43,4,1675.81,0,0,0.1517
14006,178,4,1234.48,0,0,0.1451
14007,162,1,79.48,1,1,0.8463
14008,82,1,509.04,1,1,0.5472
14009,112,1,404.29999999999995,0,0,0.3826
14010,215,2,445.15,1,1,0.7894
14011,130,2,457.82,1,1,0.7335
14013,29,2,611.55,0,0,0.3299
14014,26,2,1443.03,0,0,0.1482
14016,7,8,7715.9400000000005,0,0,0.005
14017,221,1,229.75,1,1,0.7989
14018,295,1,367.15,1,1,0.8614
14020,126,2,606.21,0,0,0.3567
14021,24,4,1084.68,0,0,0.1623
14022,136,1,352.15000000000003,0,1,0.5161
14024,40,1,318.04,0,0,0.4255
14025,114,8,4057.9,1,0,0.1673
14026,120,2,713.11,1,0,0.2855
14028,200,3,10396.5,1,1,0.628
14030,15,12,5120.01,0,0,0.0054
14031,7,23,20291.11,0,0,0.0029
14032,5,5,1572.6000000000001,0,0,0.3116
14033,205,1,109.44,1,1,0.9258
14035,56,4,1366.73,0,0,0.2583
14037,14,4,583.22,0,0,0.2227
14038,47,2,1509.5,0,0,0.1221
14039,225,1,115.08000000000001,0,0,0.3938
14040,36,21,7892.2,0,0,0.0161
14043,140,1,138.29,1,1,0.7178
14044,68,6,2427.53,0,0,0.0494
14045,23,13,9653.28,0,0,0.0129
14047,22,10,2946.42,0,0,0.0224
14048,32,2,338.76,0,0,0.4299
14049,37,9,7444.68,0,0,0.0105
14051,4,15,6915.360000000001,0,0,0.0024
14052,40,1,241.3,0,1,0.5329
14053,47,2,312.05,0,0,0.4732
14055,227,1,521.0,0,0,0.1966
14057,10,6,2941.38,0,0,0.0178
14058,112,2,469.19,1,1,0.6966
14060,9,14,3631.86,0,0,0.0107
14061,156,1,364.0,1,1,0.6983
14062,4,13,14564.5,0,0,0.0218
14063,336,3,2769.9,1,1,0.8922
14064,80,10,1925.9,0,0,0.1304
14065,38,3,891.02,1,0,0.292
14068,253,3,1250.8700000000001,0,0,0.3386
14069,164,2,225.81,1,1,0.6037
14070,334,1,321.6,1,1,0.9207
14072,316,1,390.85,1,1,0.8322
14074,273,1,219.4,1,1,0.7784
14075,53,2,782.61,0,0,0.2489
14077,45,1,115.66,0,1,0.7848
14078,23,4,638.69,0,0,0.2836
14080,63,2,655.4300000000001,0,0,0.2764
14081,19,8,3581.55,0,0,0.0192
14082,14,2,413.36,1,1,0.5192
14083,4,4,459.48,0,0,0.1628
14084,162,1,150.5,1,1,0.7605
14085,1,13,4613.86,0,0,0.0076
14086,112,1,39.95,1,1,0.8247
14087,54,1,402.56,0,0,0.4436
14088,56,3,13544.99,0,0,0.0783
14091,304,2,9530.08,1,1,0.8951
14092,2,11,3618.07,0,0,0.0089
14094,89,1,311.77,1,1,0.5404
14097,131,2,422.86,1,1,0.7405
14099,4,9,2645.77,0,0,0.0092
14101,38,7,3985.14,0,0,0.0584
14104,39,3,524.3199999999999,0,0,0.1849
14105,58,3,4076.3,0,0,0.138
14107,14,4,2374.05,0,0,0.4214
14110,84,19,6628.3,0,0,0.0986
14112,101,6,2919.44,0,0,0.0743
14113,4,9,4630.5,0,0,0.0077
14114,45,5,977.5600000000001,0,0,0.2015
14115,151,2,622.67,1,0,0.4028
14118,78,1,458.45,1,1,0.5808
14119,25,1,116.89,1,1,0.7125
14122,56,1,230.83,1,1,0.5495
14126,94,1,466.33000000000004,0,0,0.3491
14127,29,3,1190.3700000000001,0,0,0.2498
14128,201,1,286.71,0,1,0.6524
14129,49,4,1467.48,0,0,0.2148
14130,24,2,1037.99,0,0,0.3569
14131,298,1,168.22,1,1,0.7353
14134,32,13,9378.11,1,0,0.0119
14135,3,11,3607.21,0,0,0.0322
14136,50,4,1268.03,1,0,0.4098
14137,345,1,332.7,1,1,0.8473
14139,140,3,670.98,0,0,0.3706
14142,22,2,671.34,1,1,0.5433
14144,136,1,30.6,1,1,0.9514
14145,109,3,3857.85,0,0,0.0588
14146,7,8,6500.73,0,0,0.005
14147,38,7,2106.8,0,0,0.0667
14148,64,1,309.09000000000003,0,0,0.4283
14150,9,1,306.18,0,0,0.3313
14151,323,1,327.4,1,1,0.7951
14152,37,5,1376.05,0,0,0.1063
14153,133,1,233.39999999999998,1,1,0.716
14154,30,6,5115.08,0,0,0.0812
14156,21,84,175880.78,0,0,0.2077
14157,39,3,553.8000000000001,0,0,0.1903
14159,12,9,3017.87,0,0,0.0067
14160,260,7,8421.47,1,1,0.6598
14161,19,4,1677.33,0,0,0.0719
14163,111,1,148.71,0,0,0.3811
14166,154,2,251.15,1,1,0.5999
14167,113,4,711.7,0,0,0.2481
14168,70,2,370.45,1,0,0.4508
14169,80,2,613.11,1,0,0.3637
14170,25,3,570.18,1,0,0.3262
14172,255,3,369.02,1,1,0.8072
14173,291,1,111.56,0,1,0.9475
14175,68,5,4456.58,0,0,0.0817
14176,17,2,339.11,0,0,0.2389
14177,31,9,1660.23,0,0,0.0429
14180,7,12,2265.23,0,0,0.0285
14181,60,2,308.35,1,0,0.4833
14182,93,4,678.77,1,0,0.3239
14183,61,2,278.34000000000003,1,1,0.5126
14186,77,5,1550.63,1,0,0.2754
14187,123,1,123.5,1,1,0.8434
14189,18,2,1160.31,0,0,0.1033
14190,316,1,79.9,1,1,0.9751
14191,44,1,117.0,0,1,0.7779
14192,37,1,293.74,1,1,0.5303
14193,46,1,356.8,0,1,0.5335
14194,42,15,7321.070000000001,0,0,0.0252
14195,89,4,1603.6,0,0,0.2077
14197,60,1,390.05,1,0,0.4953
14198,50,5,868.33,0,0,0.2337
14199,73,3,906.3,0,0,0.2285
14200,267,1,379.2,1,1,0.7715
14201,9,4,513.34,0,0,0.1644
14202,30,3,847.76,1,0,0.32
14203,47,1,339.34,1,1,0.5555
14204,72,2,502.95,0,0,0.3111
14205,44,7,1947.5,0,0,0.0676
14206,37,2,856.85,0,0,0.3757
14207,337,1,157.8,1,1,0.8255
14208,201,1,415.31,0,0,0.4142
14209,35,9,2919.84,0,0,0.0253
14210,21,11,3955.6800000000003,0,0,0.0327
14211,61,8,1973.39,0,0,0.1164
14212,95,1,1119.66,0,0,0.2957
14213,54,1,1192.2,1,1,0.6037
14215,18,3,1201.02,0,0,0.1116
14216,64,1,310.74,0,0,0.4326
14217,16,7,1411.91,0,0,0.0611
14219,59,2,543.89,0,0,0.3127
14220,7,3,1195.58,0,0,0.0965
14221,99,8,3084.69,0,0,0.0319
14224,40,5,831.98,0,0,0.2109
14225,84,4,2031.07,1,0,0.4353
14226,91,1,770.34,0,0,0.4203
14227,64,5,3015.2,0,0,0.0617
14228,87,3,745.5,1,0,0.2637
14229,53,4,1046.84,0,0,0.3081
14230,85,3,979.8000000000001,1,0,0.3151
14231,100,1,309.91,0,0,0.4277
14233,115,3,1441.55,0,0,0.2671
14235,147,4,1573.13,0,0,0.2525
14236,21,4,1253.78,0,0,0.1574
14237,23,2,471.14,1,0,0.3824
14238,312,1,128.28,0,1,0.659
14239,81,8,1667.77,0,0,0.108
14240,73,1,357.15000000000003,0,1,0.535
14241,346,1,120.0,0,0,0.4078
14243,7,9,5100.9800000000005,0,0,0.0059
14244,310,1,366.41999999999996,1,1,0.8689
14247,54,4,616.79,0,0,0.2441
14248,109,2,730.37,0,0,0.2464
14249,60,12,5400.46,1,0,0.3395
14252,31,1,350.99,1,1,0.5883
14253,143,2,363.40000000000003,1,1,0.7138
14254,82,1,601.03,1,1,0.548
14256,14,4,2015.5900000000001,0,0,0.1972
14257,30,4,2854.73,0,0,0.0677
14258,45,15,18120.36,0,0,0.0447
14260,121,3,824.28,1,0,0.4411
14263,73,1,322.93,1,1,0.5139
14264,28,4,1183.39,0,0,0.2359
14265,114,2,843.1700000000001,0,1,0.514
14266,78,1,40.56,1,1,0.9314
14268,120,1,354.85,1,1,0.5148
14269,89,1,295.73,1,1,0.5379
14271,58,1,101.86,0,1,0.5597
14272,212,2,482.85,0,0,0.2143
14274,336,1,256.6,1,1,0.8916
14275,45,6,1189.3799999999999,1,1,0.5158
14276,56,4,982.9399999999999,0,0,0.2682
14277,61,4,12421.74,0,0,0.0817
14278,59,1,205.83,1,1,0.5425
14279,170,2,191.86,1,1,0.5381
14281,58,1,245.15,1,1,0.5762
14282,17,11,4120.32,0,0,0.0328
14283,113,4,628.44,1,0,0.3657
14284,303,1,704.4,0,0,0.4132
14285,163,3,1223.21,0,0,0.3351
14286,54,3,2240.4900000000002,0,0,0.0814
14290,11,3,2108.84,0,0,0.1343
14291,30,11,3612.34,0,0,0.0304
14292,60,7,4354.32,0,0,0.0787
14293,18,4,1286.92,0,0,0.1178
14294,56,1,375.34000000000003,1,0,0.4864
